fid,id_number,scientific,commonname,division,category1,category2,status,reporter,recowner,surveyor,obsdate,dateent,dateup,county,latitude,longitude,coordacc,localowner,administra,administ_1,unittype,unitname,locality,site,habitat,waterbodyn,waterbodyt,lakeidnumb,comments,abundance,infestedar,grossareai,percentcov,density,quantity,quantityun,approxquan,numcollect,smallestob,largestobs,incidence,severity,host,hostdamage,managestat,visittype,datamethod,traptype,numtraps,targetname,targetcoun,targetrang,phenology,lifestatus,sex,treatarea,planttreat,treatcomm,obsider,origname,datereview,reviewer,verifymeth,idcred,reviewcomm,museum,museumrec,voucher,nativity,recsrctyp,method,pid,collecttim,dateacc,substrate,MD
959,106448,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,1/30/2013,9/26/2013,,Ramsey,44.97401,-93.14707,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.30
960,106449,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,1/30/2013,9/26/2013,,Ramsey,44.97406,-93.14701,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.30
961,106450,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,1/30/2013,9/26/2013,,Ramsey,44.9741,-93.14694,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.30
962,106451,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,1/30/2013,9/26/2013,,Ramsey,44.97415,-93.14685,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.30
963,106452,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,1/30/2013,9/26/2013,,Ramsey,44.97401,-93.14685,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.30
964,106600,Halyomorpha halys,brown marmorated stink bug,Insects,"Seed, Cone, Flower, Bud and Fruit Damaging Insects",Piercing and Sucking Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,1/30/2013,9/26/2013,,Hennepin,44.9733,-93.22944,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.30
965,140432,Celastrus orbiculatus,oriental bittersweet,Plants,Vines,,Positive,Richard Jorstad Three Rivers,General Public,,1/30/2016,1/30/2016,1/30/2016,Hennepin,45.162,-93.45033,5,,,,,,,,,,,,,,0,0,,Low,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,2/1/2016,Angela Isackson,Expertise,Verified,,,,0,Introduced,iPhone,,,0,0,,01.30
966,145306,Halyomorpha halys,brown marmorated stink bug,Insects,"Seed, Cone, Flower, Bud and Fruit Damaging Insects",Piercing and Sucking Insects,Positive,Angie Ambourn Minnesota Department of Agriculture,State Agency,,1/30/2013,4/5/2016,,Hennepin,44.97331,-93.22945,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,Halyomorpha halys,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.30
967,168407,Halyomorpha halys,brown marmorated stink bug,Insects,"Seed, Cone, Flower, Bud and Fruit Damaging Insects",Piercing and Sucking Insects,Positive,Chris Mallet MN Department of Agriculture,Private Group,,1/30/2017,1/30/2017,,Washington,,,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,1/30/2017,Angie Ambourn,Photographs,Verified,,,,0,Introduced,Web Report,,,0,0,,01.30
968,169282,Celastrus orbiculatus,oriental bittersweet,Plants,Vines,,Positive,Richard Jorstad Three Rivers,First Detector,,1/30/2017,2/2/2017,2/2/2017,Hennepin,45.17059,-93.39942,5,,,,,,,,,,,,,,0,0,,<5%,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,2/2/2017,Missy Anderson,Photographs,Verified,,,,0,Introduced,iPhone,,,0,0,,01.30
969,106055,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,1/31/2012,9/26/2013,,Ramsey,44.97836,-93.19089,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.31
970,106056,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,1/31/2012,9/26/2013,,Ramsey,44.9784,-93.19097,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.31
971,106453,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,1/31/2013,9/26/2013,,Ramsey,44.93442,-93.04549,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.31
972,106454,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,1/31/2013,9/26/2013,,Ramsey,44.93527,-93.0459,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,01.31
973,168408,Halyomorpha halys,brown marmorated stink bug,Insects,"Seed, Cone, Flower, Bud and Fruit Damaging Insects",Piercing and Sucking Insects,Positive,Chris Mallet MN Department of Agriculture,Private Group,,1/31/2017,1/31/2017,,Hennepin,45.04457,-93.31851,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,2/2/2017,Angie Ambourn,Bulk Verified,Credible,,,,0,Introduced,Web Report,,,0,0,,01.31
974,188281,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Blane White MN Dept of Ag,State Agency,,1/31/2018,1/31/2018,,Ramsey,44.98841,-93.09622,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,1/31/2018,Jonathan Osthus,Expertise,Credible,,,,0,Introduced,Web Report,,,0,0,,01.31
975,105691,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2010,9/26/2013,,Ramsey,44.96748,-93.20026,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
976,105779,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2010,9/26/2013,,Ramsey,44.96724,-93.19631,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
977,105781,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2010,9/26/2013,,Ramsey,44.96709,-93.19602,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
978,105782,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2010,9/26/2013,,Ramsey,44.96702,-93.1959,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
979,105783,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2010,9/26/2013,,Ramsey,44.96723,-93.19601,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
980,105784,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2010,9/26/2013,,Ramsey,44.96731,-93.19616,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
981,105785,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2010,9/26/2013,,Ramsey,44.96746,-93.19645,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
982,105786,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2010,9/26/2013,,Ramsey,44.9675,-93.19654,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
983,105787,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2010,9/26/2013,,Ramsey,44.96777,-93.19706,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
984,105788,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2010,9/26/2013,,Ramsey,44.96784,-93.19718,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
985,105790,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2010,9/26/2013,,Ramsey,44.96816,-93.19777,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
986,105791,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2010,9/26/2013,,Ramsey,44.96794,-93.19764,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
987,105793,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2010,9/26/2013,,Ramsey,44.96767,-93.19711,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
988,105794,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2010,9/26/2013,,Ramsey,44.96761,-93.197,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
989,105795,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2010,9/26/2013,,Ramsey,44.96755,-93.19689,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
990,105796,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2010,9/26/2013,,Ramsey,44.96743,-93.1967,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
991,105805,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2010,9/26/2013,,Ramsey,44.96754,-93.19889,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
992,105817,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2012,9/26/2013,,Ramsey,44.96432,-93.20512,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
993,105821,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2012,9/26/2013,,Ramsey,44.96392,-93.20023,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
994,105822,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2012,9/26/2013,,Ramsey,44.96409,-93.20022,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
995,105827,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2012,9/26/2013,,Ramsey,44.97402,-93.19313,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
996,105920,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2012,9/26/2013,,Ramsey,44.97803,-93.1954,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
997,105921,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2012,9/26/2013,,Ramsey,44.97806,-93.19537,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
998,105942,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2012,9/26/2013,,Hennepin,44.96817,-93.21367,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
999,106038,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2012,9/26/2013,,Ramsey,44.98084,-93.18795,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
1000,106048,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2012,9/26/2013,,Ramsey,44.97835,-93.193,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
1001,106051,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2012,9/26/2013,,Ramsey,44.97753,-93.19249,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
1002,106052,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2012,9/26/2013,,Ramsey,44.97761,-93.19232,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
1003,106053,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2012,9/26/2013,,Ramsey,44.9776,-93.19214,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
1004,106060,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2012,9/26/2013,,Ramsey,44.97557,-93.18791,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
1005,106073,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2012,9/26/2013,,Ramsey,44.97691,-93.19104,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
1006,106074,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2012,9/26/2013,,Ramsey,44.97593,-93.19075,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
1007,106164,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2012,9/26/2013,,Ramsey,44.94245,-93.12454,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
1008,106171,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2012,9/26/2013,,Ramsey,44.94245,-93.12425,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
1009,106173,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2012,9/26/2013,,Ramsey,44.94244,-93.12393,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
1010,106174,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2012,9/26/2013,,Ramsey,44.94245,-93.12409,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
1011,106175,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2012,9/26/2013,,Ramsey,44.94244,-93.12439,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
1012,106176,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2012,9/26/2013,,Ramsey,44.94245,-93.12154,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
1013,106198,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2012,9/26/2013,,Ramsey,44.98259,-93.1817,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
1014,106200,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Mark Abrahamson Minnesota Department of Agriculture,State Agency,,2/1/2012,9/26/2013,,Ramsey,44.97721,-93.20662,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
1015,139924,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Minnesota Department of Agriculture,State Agency,,2/1/2012,1/11/2016,,Ramsey,44.9799,-93.19787,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,Emerald Ash Borer,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
1016,139931,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Minnesota Department of Agriculture,State Agency,,2/1/2012,1/11/2016,,Ramsey,44.97867,-93.20153,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,Emerald Ash Borer,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
1017,139932,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Minnesota Department of Agriculture,State Agency,,2/1/2012,1/11/2016,,Ramsey,44.97918,-93.19911,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,Emerald Ash Borer,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
1018,139936,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Minnesota Department of Agriculture,State Agency,,2/1/2012,1/11/2016,,Ramsey,44.9745,-93.19558,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,Emerald Ash Borer,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
1019,139937,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Minnesota Department of Agriculture,State Agency,,2/1/2012,1/11/2016,,Ramsey,44.95758,-93.14534,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,Emerald Ash Borer,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
1020,139938,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Minnesota Department of Agriculture,State Agency,,2/1/2012,1/11/2016,,Ramsey,44.97322,-93.17621,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,Emerald Ash Borer,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
1021,139940,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Minnesota Department of Agriculture,State Agency,,2/1/2012,1/11/2016,,Ramsey,44.99274,-93.16559,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,Emerald Ash Borer,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
1022,140265,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Minnesota Department of Agriculture,State Agency,,2/1/2012,1/11/2016,,Hennepin,44.98853,-93.25167,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,Emerald Ash Borer,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
1023,140266,Agrilus planipennis,emerald ash borer,Insects,Bark Beetles and Phloem Feeding Insects,Boring Insects,Positive,Minnesota Department of Agriculture,State Agency,,2/1/2012,1/11/2016,,Hennepin,44.99178,-93.23087,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,Emerald Ash Borer,,,,,,,,0,Introduced,Bulk Data,,,0,0,,02.01
