fid,id_number,scientific,commonname,division,category1,category2,status,reporter,recowner,surveyor,obsdate,dateent,dateup,county,latitude,longitude,coordacc,localowner,administra,administ_1,unittype,unitname,locality,site,habitat,waterbodyn,waterbodyt,lakeidnumb,comments,abundance,infestedar,grossareai,percentcov,density,quantity,quantityun,approxquan,numcollect,smallestob,largestobs,incidence,severity,host,hostdamage,managestat,visittype,datamethod,traptype,numtraps,targetname,targetcoun,targetrang,phenology,lifestatus,sex,treatarea,planttreat,treatcomm,obsider,origname,datereview,reviewer,verifymeth,idcred,reviewcomm,museum,museumrec,voucher,nativity,recsrctyp,method,pid,collecttim,dateacc,substrate
82455,118679,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.43561,-91.6318,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82463,118687,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.43683,-91.63013,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82464,118688,Cirsium arvense,Canada thistle,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.43692,-91.62987,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,CANADA THISTLE,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82465,118689,Cirsium arvense,Canada thistle,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.43706,-91.62974,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,CANADA THISTLE,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82466,118690,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.43714,-91.6296,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82468,118692,Cirsium arvense,Canada thistle,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.43778,-91.62994,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,CANADA THISTLE,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82471,118695,Cirsium arvense,Canada thistle,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.4382,-91.62771,0,,,,,,,,,,,,,,0.01,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,CANADA THISTLE,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82472,118696,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.43821,-91.62772,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82473,118697,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.43858,-91.62727,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82474,118698,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.43878,-91.62701,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82476,118700,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.4392,-91.62632,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82477,118701,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.43939,-91.62998,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82478,118702,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.43945,-91.62592,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82480,118704,Cirsium arvense,Canada thistle,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.43984,-91.62996,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,CANADA THISTLE,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82482,118706,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.44021,-91.62475,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82485,118709,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.44078,-91.62984,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82486,118710,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.44071,-91.62393,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82487,118711,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.44186,-91.62947,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82488,118712,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.44213,-91.62921,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82490,118714,Cirsium arvense,Canada thistle,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.443,-91.62801,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,CANADA THISTLE,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82492,118716,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.44314,-91.62778,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82494,118718,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.44309,-91.62016,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82496,118720,Cirsium arvense,Canada thistle,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.44332,-91.62748,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,CANADA THISTLE,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82498,118722,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.44338,-91.61976,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82499,118723,Centaurea stoebe ssp. micranthos,spotted knapweed,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.44342,-91.61971,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,SPOTTED KNAPWEED,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82500,118724,Cirsium arvense,Canada thistle,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.44393,-91.62649,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,CANADA THISTLE,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82501,118725,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.44468,-91.62529,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82502,118726,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.44478,-91.61759,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82504,118728,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.44555,-91.6162,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82506,118730,Centaurea stoebe ssp. micranthos,spotted knapweed,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.4462,-91.6152,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,SPOTTED KNAPWEED,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82507,118731,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.44633,-91.615,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82508,118732,Cirsium arvense,Canada thistle,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.44633,-91.61501,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,CANADA THISTLE,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82510,118734,Cirsium arvense,Canada thistle,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.44666,-91.61452,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,CANADA THISTLE,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82513,118737,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.4472,-91.61364,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82516,118740,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.44795,-91.61182,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82517,118741,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.4482,-91.6102,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82518,118742,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.44832,-91.60843,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82520,118744,Cirsium arvense,Canada thistle,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.44866,-91.62136,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,CANADA THISTLE,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82522,118746,Cirsium arvense,Canada thistle,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.44924,-91.59809,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,CANADA THISTLE,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82524,118748,Cirsium arvense,Canada thistle,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.44944,-91.59757,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,CANADA THISTLE,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82525,118749,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.44956,-91.59718,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82529,118753,Cirsium arvense,Canada thistle,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.45106,-91.5928,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,CANADA THISTLE,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82530,118754,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.45126,-91.59215,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82531,118755,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.45136,-91.59191,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82532,118756,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.45175,-91.5908,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82533,118757,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.45191,-91.5903,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82535,118759,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.45204,-91.59001,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82536,118760,Cirsium arvense,Canada thistle,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.4521,-91.58981,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,CANADA THISTLE,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82537,118761,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.4523,-91.58919,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82539,118763,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.45268,-91.5881,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82540,118764,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.45292,-91.58744,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82541,118765,Cirsium arvense,Canada thistle,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.45292,-91.58744,0,,,,,,,,,,,,,,0.01,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,CANADA THISTLE,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82544,118768,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.45327,-91.58645,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82547,118771,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.45386,-91.58479,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82548,118772,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.45416,-91.58389,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82549,118773,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.45431,-91.5835,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82550,118774,Cirsium arvense,Canada thistle,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.45453,-91.58294,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,CANADA THISTLE,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82551,118775,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.45453,-91.58294,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82553,118777,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.45495,-91.58168,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82555,118779,Cirsium arvense,Canada thistle,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.45515,-91.58116,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,CANADA THISTLE,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82556,118780,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.45549,-91.58016,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82559,118783,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.45825,-91.57229,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
82560,118784,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2009,2/6/2015,,Lake,47.45906,-91.57001,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
86872,123576,Hypericum perforatum,common St. Johnswort,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2014,2/6/2015,,Lake,47.52139,-91.49893,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,Method: SPRAYED. Herbicide: MILESTONE_ESCORT. Monitoring of treatment effectiveness: 85,,ST JOHNSWORT,,,,,,,,0,Introduced,Bulk Data,,,0,0,
86873,123577,Hypericum perforatum,common St. Johnswort,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2014,2/6/2015,,Lake,47.52666,-91.49087,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,Method: SPRAYED. Herbicide: MILESTONE_ESCORT. Monitoring of treatment effectiveness: 85,,ST JOHNSWORT,,,,,,,,0,Introduced,Bulk Data,,,0,0,
86874,123578,Centaurea stoebe ssp. micranthos,spotted knapweed,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2014,2/6/2015,,Lake,47.53361,-91.48343,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,Method: SPRAYED. Herbicide: MILESTONE_ESCORT. Monitoring of treatment effectiveness: 85,,SPOTTED KNAPWEED,,,,,,,,0,Introduced,Bulk Data,,,0,0,
86875,123579,Hypericum perforatum,common St. Johnswort,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2014,2/6/2015,,Lake,47.54714,-91.47737,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,Method: SPRAYED. Herbicide: MILESTONE_ESCORT. Monitoring of treatment effectiveness: 85,,ST JOHNSWORT,,,,,,,,0,Introduced,Bulk Data,,,0,0,
86876,123580,Centaurea stoebe ssp. micranthos,spotted knapweed,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2014,2/6/2015,,Lake,47.62529,-91.39764,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,Method: SPRAYED. Herbicide: MILESTONE_ESCORT,,SPOTTED KNAPWEED,,,,,,,,0,Introduced,Bulk Data,,,0,0,
86877,123581,Tanacetum vulgare,common tansy,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2014,2/6/2015,,Lake,47.62458,-91.4011,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,Method: SPRAYED. Herbicide: MILESTONE_ESCORT,,TANSY,,,,,,,,0,Introduced,Bulk Data,,,0,0,
86878,123582,Hypericum perforatum,common St. Johnswort,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2014,2/6/2015,,Lake,47.62487,-91.39995,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,Method: SPRAYED. Herbicide: MILESTONE_ESCORT,,ST JOHNSWORT,,,,,,,,0,Introduced,Bulk Data,,,0,0,
86879,123583,Hypericum perforatum,common St. Johnswort,Plants,Forbs/Herbs,,Positive,Jack Greenlee USDA Forest Service,Federal Agency,,9/30/2014,2/6/2015,,Lake,47.63052,-91.38607,0,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,,Unknown,,,,,,0,,,,,0,0,Method: SPRAYED. Herbicide: MILESTONE_ESCORT,,ST JOHNSWORT,,,,,,,,0,Introduced,Bulk Data,,,0,0,
